Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
purple,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      toothbrush/toothbrush_4_2_39 (nan)      ,toothbrush/toothbrush_4_2_39 (nan) ,toothbrush/toothbrush_4_2_39 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
purple,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      toothbrush/toothbrush_4_2_39 (nan)      ,toothbrush/toothbrush_4_2_39 (nan) toothbrush/toothbrush_4_2_39 (nan) ,toothbrush/toothbrush_4_2_39 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
purple,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      toothbrush/toothbrush_4_2_39 (nan)      ,toothbrush/toothbrush_4_2_39 (nan) toothbrush/toothbrush_4_2_39 (nan) toothbrush/toothbrush_4_2_39 (nan) ,toothbrush/toothbrush_4_2_39 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
purple,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      toothbrush/toothbrush_4_2_39 (nan)      ,toothbrush/toothbrush_4_2_39 (nan) toothbrush/toothbrush_4_2_39 (nan) ,toothbrush/toothbrush_4_2_39 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
purple,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      toothbrush/toothbrush_4_2_39 (nan)      ,toothbrush/toothbrush_4_2_39 (nan) toothbrush/toothbrush_4_2_39 (nan) toothbrush/toothbrush_4_2_39 (nan) ,toothbrush/toothbrush_4_2_39 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
Total - purple,,,,,,,,0.6383333333333333,1.0,0.5833333333333333,0.7
 ,,,,,,,,,,,
tube,food_can/food_can_10_4_167 (nan)      camera/camera_2_1_72 (nan)      garlic/garlic_7_1_74 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      toothpaste/toothpaste_1_4_71 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      food_can/food_can_10_4_167 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      food_can/food_can_10_4_167 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      food_can/food_can_10_4_167 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      food_can/food_can_10_4_167 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      food_can/food_can_10_4_167 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
tube,toothpaste/toothpaste_1_4_71 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,toothpaste/toothpaste_1_4_71 (nan) toothpaste/toothpaste_1_4_71 (nan) ,toothpaste/toothpaste_1_4_71 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
Total - tube,,,,,,,,0.7433333333333334,1.0,0.6666666666666666,0.7666666666666667
 ,,,,,,,,,,,
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pitcher/pitcher_2_1_44 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
kettle,food_jar/food_jar_3_4_80 (nan)      pitcher/pitcher_2_1_44 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pitcher/pitcher_2_1_44 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
kettle,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      pitcher/pitcher_2_1_44 (nan)      tomato/tomato_1_4_101 (nan)      ,pitcher/pitcher_2_1_44 (nan) pitcher/pitcher_2_1_44 (nan) ,pitcher/pitcher_2_1_44 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
Total - kettle,,,,,,,,0.6683333333333332,1.0,0.5166666666666666,0.6666666666666667
 ,,,,,,,,,,,
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
cell,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
Total - cell,,,,,,,,0.705,1.0,0.55,0.6833333333333333
 ,,,,,,,,,,,
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      tomato/tomato_1_4_101 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      tomato/tomato_1_4_101 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
mug,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      tomato/tomato_1_4_101 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
mug,food_jar/food_jar_3_4_80 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
mug,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      coffee_mug/coffee_mug_3_2_160 (nan)      tomato/tomato_1_4_101 (nan)      ,coffee_mug/coffee_mug_3_2_160 (nan) ,coffee_mug/coffee_mug_3_2_160 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - mug,,,,,,,,0.4333333333333333,1.0,0.4333333333333334,0.5833333333333333
 ,,,,,,,,,,,
yogurt,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
yogurt,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yogurt,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
yogurt,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
yogurt,food_jar/food_jar_3_4_80 (nan)      food_cup/food_cup_2_2_74 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
yogurt,glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
yogurt,food_jar/food_jar_3_4_80 (nan)      food_cup/food_cup_2_2_74 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
yogurt,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
yogurt,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
yogurt,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      food_cup/food_cup_2_2_74 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,food_cup/food_cup_2_2_74 (nan) food_cup/food_cup_2_2_74 (nan) ,food_cup/food_cup_2_2_74 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
Total - yogurt,,,,,,,,0.6866666666666668,1.0,0.6166666666666666,0.7333333333333334
 ,,,,,,,,,,,
red,dry_battery/dry_battery_1_1_65 (nan)      lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      bowl/bowl_1_1_179 (nan)      ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
red,dry_battery/dry_battery_1_1_65 (nan)      lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,peach/peach_3_2_234 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      bowl/bowl_1_1_179 (nan)      ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) peach/peach_3_2_234 (nan) ,peach/peach_3_2_234 (nan) sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
red,dry_battery/dry_battery_1_1_65 (nan)      lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,peach/peach_3_2_234 (nan)      sponge/sponge_5_4_261 (nan)      bowl/bowl_1_1_179 (nan)      lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      dry_battery/dry_battery_1_1_65 (nan)      ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) peach/peach_3_2_234 (nan) ,peach/peach_3_2_234 (nan) sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,peach/peach_3_2_234 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      bowl/bowl_1_1_179 (nan)      ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) peach/peach_3_2_234 (nan) ,peach/peach_3_2_234 (nan) sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
red,dry_battery/dry_battery_1_1_65 (nan)      lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      ,sponge/sponge_5_4_261 (nan) ,sponge/sponge_5_4_261 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
red,lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      bowl/bowl_1_1_179 (nan)      ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
red,dry_battery/dry_battery_1_1_65 (nan)      lime/lime_4_1_15 (nan)      garlic/garlic_7_1_74 (nan)      sponge/sponge_5_4_261 (nan)      bowl/bowl_1_1_179 (nan)      ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,sponge/sponge_5_4_261 (nan) bowl/bowl_1_1_179 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - red,,,,,,,,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
pepper,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) bell_pepper/bell_pepper_1_4_138 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
pepper,food_jar/food_jar_3_4_80 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) bell_pepper/bell_pepper_1_4_138 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
pepper,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
pepper,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      glue_stick/glue_stick_1_4_146 (nan)      tomato/tomato_1_4_101 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
pepper,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bell_pepper/bell_pepper_1_4_138 (nan)      tomato/tomato_1_4_101 (nan)      ,bell_pepper/bell_pepper_1_4_138 (nan) ,bell_pepper/bell_pepper_1_4_138 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
