Token,Type,0-apple/apple_1_1_188,0-ball/ball_1_2_185,0-banana/banana_2_4_195,0-bell_pepper/bell_pepper_1_4_138,0-binder/binder_3_2_50,0-bowl/bowl_1_1_179,0-calculator/calculator_3_4_11,0-camera/camera_2_1_72,0-cap/cap_4_2_163,0-cell_phone/cell_phone_1_2_110,0-cereal_box/cereal_box_2_4_33,0-coffee_mug/coffee_mug_3_2_160,0-comb/comb_1_4_193,0-dry_battery/dry_battery_1_1_65,0-flashlight/flashlight_3_1_142,0-food_bag/food_bag_1_2_138,0-food_box/food_box_5_2_134,0-food_can/food_can_10_4_167,0-food_cup/food_cup_2_2_74,0-food_jar/food_jar_3_4_80,0-garlic/garlic_7_1_74,0-glue_stick/glue_stick_1_4_146,0-greens/greens_1_2_89,0-hand_towel/hand_towel_4_4_38,0-instant_noodles/instant_noodles_1_1_119,0-keyboard/keyboard_5_4_130,0-kleenex/kleenex_3_4_214,0-lemon/lemon_2_4_188,0-lightbulb/lightbulb_4_1_36,0-lime/lime_4_1_15,0-marker/marker_4_1_75,0-mushroom/mushroom_3_2_154,0-notebook/notebook_2_1_170,0-onion/onion_4_2_44,0-orange/orange_3_1_145,0-peach/peach_3_2_234,0-pear/pear_2_4_64,0-pitcher/pitcher_2_1_44,0-plate/plate_6_1_64,0-pliers/pliers_4_1_184,0-potato/potato_5_1_106,0-rubber_eraser/rubber_eraser_3_4_143,0-scissors/scissors_3_4_107,0-shampoo/shampoo_6_1_230,0-soda_can/soda_can_3_4_5,0-sponge/sponge_5_4_261,0-stapler/stapler_3_4_88,0-tomato/tomato_1_4_101,0-toothbrush/toothbrush_4_2_39,0-toothpaste/toothpaste_1_4_71,0-water_bottle/water_bottle_7_1_97
food,object,2.392108969837287e-14,0.0053840298804260014,2.9234490150675833e-11,4.3022680222197365e-14,0.00033462093050962193,0.13730459372073295,0.0009012711060964106,1.527031282171612e-08,2.112388036398022e-14,0.00010119609840332403,0.9932906731290465,0.004071876298773777,2.4462616184225995e-08,2.707120232775673e-18,8.611319345791803e-07,0.9657052747889603,0.5740693760774301,0.9928317625971896,0.9733247849915376,0.9987565195343711,4.445833538163382e-06,0.46670181813516975,2.8326066078773888e-05,9.749009636325106e-07,0.9889951329034951,3.10474822396915e-05,0.00015883682764542911,5.693496553992779e-11,8.695290143738162e-07,1.1474554944489505e-06,0.018427693398485597,1.33040106662711e-07,2.172549122522477e-08,5.5548337281431893e-05,6.497128461689684e-05,5.100858131930455e-06,3.4820911483758523e-07,0.016954593400218623,8.157109527372578e-14,2.27372538718525e-13,5.664935768532612e-06,7.0613810884103305e-09,2.0092742372446729e-10,0.00046143544138259974,0.031032548953223472,0.0035731039311972398,4.941743714415593e-06,0.0003954974376842374,4.53498884526219e-05,0.001479407798583637,1.1629646825847582e-06
football,object,0.00019454552574062377,0.9999999998147555,8.690849820338343e-15,3.6232757454807054e-17,7.454135427609534e-12,1.3400192785978657e-11,1.2112099145440229e-12,6.902094180672438e-05,4.965764432500282e-05,4.7707194150847485e-11,1.6189619544341811e-10,3.1445227903975266e-10,1.8457981144642934e-09,4.072597305634423e-07,6.599433566103636e-06,3.388468634452574e-17,1.283745601593078e-10,1.853484651845889e-08,8.315300790123484e-23,4.560279445557313e-06,2.5215664026684087e-09,3.0833648821574584e-07,1.5244378783686403e-17,6.341002315692389e-13,9.44103585137509e-13,2.7954254036695938e-15,8.4585051134524e-12,2.759175934534517e-09,3.754798554894842e-33,1.9733317319366294e-06,1.723277510248127e-09,4.675930387687371e-31,0.0007978748567054951,2.6721536086362028e-11,2.5094113774184642e-14,6.820054549866811e-20,4.2467087690994063e-08,0.003245906665262657,3.008393515307878e-10,3.947001949353619e-08,7.540939878532825e-09,4.0884838519146003e-08,2.0433894008355947e-14,4.3229238047592853e-32,3.170026056410349e-09,4.4303788964824327e-10,2.89479636151032e-08,8.339856227118235e-08,5.526085310949434e-07,2.4327246499542997e-20,1.0755381044987803e-16
fruit,object,7.684560737399829e-13,1.5942500413893433e-22,0.9999997279542873,0.00045441369449786143,2.9788423418148234e-31,5.026888707166114e-12,8.087505253664051e-19,2.9326053891883954e-29,2.9248055551633375e-12,2.609099820279774e-27,2.2077639156116565e-27,5.460000852881661e-31,1.722007051681015e-26,1.4370176316340263e-13,1.9094852269641965e-09,4.818177290226105e-16,1.5295494315591612e-22,0.0006414982495250232,2.812870927859729e-13,1.772956797472648e-21,9.583716378404684e-09,3.849097969449531e-14,0.00143952600006196,8.196396858956101e-25,8.374303944726237e-14,6.095203388867013e-06,5.3998557079169655e-33,1.0,3.2324645302777185e-22,1.0,3.478061680310925e-08,3.1299068053866844e-15,0.9562374464511157,1.1244681390642678e-07,1.0,9.029526695163673e-05,1.0,6.85689076361512e-28,1.0950323232708207e-09,1.5581068327660518e-17,2.33189445185997e-06,5.445806224367769e-11,7.812659691695685e-17,0.0002890075692055099,8.069360759070928e-09,1.5634955788594116e-22,3.8915130278937866e-32,0.020362479688850122,2.5476656852292386e-20,2.2593311437662582e-10,1.8186561830313323e-08
funstix,object,4.0060784587545866e-09,1.7633934727392925e-05,1.8979534448019617e-08,1.0032450837875378e-09,8.778263753813458e-22,6.076881457970507e-07,4.532441742394359e-13,1.3730513570688289e-07,1.3746512391316287e-08,9.324022680997276e-11,2.0075973382452107e-20,8.45776507732387e-07,3.762339930871172e-16,1.066539940088201e-06,9.988615607966408e-06,9.630054490224528e-07,0.9992143471813479,9.298061179570498e-11,2.885859755986448e-19,0.00011953048676841304,0.000169843461092651,1.3924177323129209e-08,8.23480686317259e-09,2.9475263487129424e-08,4.5020197670267814e-08,2.216969948392343e-27,4.0367526560871054e-08,0.001078615592277841,1.0506267473001062e-07,1.057992119488292e-09,7.051023823582983e-05,3.5369929854753393e-06,0.01323613364744992,2.1135833867524973e-07,2.623676151161775e-07,8.357605183203589e-11,5.832566511608217e-05,6.806870680535767e-08,1.1235254289972553e-05,4.740251171885926e-07,1.570417955163784e-06,4.6589077900357325e-05,3.4272586863908095e-07,9.444556377002712e-06,0.0028883456326278,1.2486062735752541e-08,2.9684377481997786e-15,0.00015230605027055267,3.0767680824127045e-06,8.919815617055022e-10,6.094061131543131e-11
garlic,object,4.0530868239863435e-13,0.021046257857097853,3.4304531184332878e-09,2.6470482269333934e-15,6.427942999406527e-12,6.729102308654027e-07,1.5557919412506166e-11,1.1900765236977983e-09,1.8304195125643007e-08,1.8304671583472653e-11,2.4407030553360274e-13,0.000985991299035084,2.9214943143203105e-05,3.3768176707149703e-06,0.8765529104799826,7.620151412889906e-10,4.775022689671817e-07,6.117498946351781e-07,8.679582483640505e-11,1.1905584419760638e-06,0.9999999925492556,0.0012441538083984766,6.743189598058165e-07,0.0006047528100945194,1.0559924327821562e-06,3.090952576825383e-07,4.152076273156974e-12,1.1673716208562066e-12,2.5999558321358454e-11,1.4490197600906452e-08,7.694420762976472e-06,0.009121327177085798,3.021730878019652e-06,0.9849047324374304,3.1773222092446586e-08,9.903180034887834e-08,1.3740804355499948e-05,1.707241904605583e-10,2.997359640577726e-06,5.8007057093881115e-08,1.1067711432331402e-08,2.4757259103671695e-05,8.60525042421704e-11,4.0878758455356104e-13,9.582129304086617e-06,6.99081389643989e-09,3.138894992868422e-12,4.549752493281016e-05,3.442021591648883e-05,1.6702273580754658e-08,2.371572625873486e-06
glue,object,5.893475481101173e-14,3.91449215355898e-11,3.719868321325423e-12,1.8985757645312925e-09,2.3515819478379715e-12,1.562418412835618e-07,5.665326374931555e-13,2.432474303080346e-10,3.6165054083284736e-05,4.454055874136025e-18,4.656414202977732e-13,1.2898014700466588e-06,9.040136487557086e-05,4.5818521305199455e-08,3.1951666848576143e-06,9.109635483167407e-09,4.462743265038289e-06,8.438546798190141e-07,1.7254756744403135e-12,1.9278190836488387e-07,0.00038902012349753236,0.9999999999999629,5.711007668637633e-07,1.1250423084873678e-05,2.7889574124247027e-07,1.5024138373510105e-09,1.557074798330793e-09,8.276759747125755e-09,7.1002061463347596e-06,6.70131527736455e-13,0.002715619909105349,1.740216070970948e-05,0.00010126519285095745,0.00013114355247210814,4.456395885283932e-07,1.482150413786767e-07,4.386013885341432e-08,6.464892417456758e-07,1.1109482915741707e-05,9.677937842400871e-15,5.660063393438986e-07,0.0008760440723839957,1.6200051264910193e-09,3.3159875694837945e-13,8.821734162889901e-07,3.84347019130423e-07,1.5742463093022665e-18,8.927281315267883e-05,8.192171606167709e-05,0.0005691437867147715,9.669066012223577e-08
golden,object,0.9858124032897992,1.7084536358298034e-09,8.65285206763625e-17,3.1734783186379522e-18,4.070696712780917e-24,1.9768317829614425e-10,1.0449776577395898e-10,2.6715028031043296e-09,7.616165363530437e-09,1.566300885027015e-18,8.054912807367063e-23,1.1932844806661142e-09,1.6373138055469026e-16,9.356231011216918e-11,1.9215954275706614e-07,1.8222703800915235e-10,0.12164328408212048,2.5285533392205488e-11,1.1878638666028748e-34,2.590932664521041e-17,4.610210230732081e-08,7.579017140146785e-11,2.647778687875928e-32,5.851542143582688e-10,1.93037194874091e-14,2.1643117511351185e-14,2.1385395728699468e-24,0.0004647795120305316,3.099910537969714e-06,1.698554071527918e-25,3.470702823477388e-08,7.28219375994869e-12,0.01291231649550111,1.4823124517827727e-11,8.218671865424827e-10,9.243177984579198e-13,3.8797866674687936e-09,2.519807096706375e-10,1.0528065079094432e-10,5.6353874868861846e-09,7.180349180764821e-08,2.6326606692782827e-07,0.00015670446531919254,2.600470315614799e-09,3.7570283008567877e-06,6.085418870986366e-10,8.61658588630567e-26,2.892037385411251e-09,1.0027179320692881e-06,6.685433961943536e-06,4.43980545671208e-15
grape,object,2.5955631385221104e-32,8.719731456223913e-07,7.625089749739714e-21,2.1981248613922967e-15,3.545787160779202e-11,1.8787759859354027e-10,4.038317867465984e-06,5.6145378253541665e-11,1.145562752542283e-08,2.0735252807771057e-10,8.634354639545704e-16,1.7311231657913119e-12,2.3142335911326882e-07,3.4609016963586664e-10,1.025249395858632e-05,7.512820563908501e-13,1.5444348958256046e-11,1.7268572884447827e-09,1.374934356662633e-15,0.023533569188073693,1.234243367270441e-06,0.011427229614289066,5.870782569414498e-19,9.588551109222457e-10,8.874069767645849e-11,9.506656423375774e-05,6.486645391397732e-08,5.839187609315588e-08,1.5584211807822412e-15,6.048766234993774e-10,0.00033173988375755466,7.801380021175061e-06,8.692275795760211e-08,1.0763646288100794e-07,2.8403009598948047e-06,3.154492591165513e-14,6.725928882125425e-15,0.00022110464408767782,3.049967135512925e-08,4.333037590178417e-15,7.067836280846803e-05,0.00023807147725432213,1.1471337482486095e-20,2.3726084234484336e-18,6.338178771533193e-24,1.1472616696945939e-06,1.2083547647700783e-05,0.9966813368633866,2.8726151535300066e-13,6.216159656884711e-13,4.023635101339942e-08
gravy,object,9.420509032640396e-08,0.00011987287462018378,1.2681989837607916e-08,4.146248809815657e-07,1.6556968812796994e-08,4.356634856715634e-06,4.075225910321115e-06,8.183871156006933e-05,2.4806737205249726e-06,1.729314522018492e-06,6.362044625604247e-09,0.0031550174495654617,3.797129924287718e-07,2.623535096066808e-05,0.003146473733718312,1.0388476512698298e-09,8.391340461250719e-07,6.147409479631639e-05,5.349666550792962e-12,0.9999999180140434,0.0002722672217220553,0.0010561038710807044,6.217598141658041e-08,2.0439103079075293e-05,2.1545404926937126e-06,8.229103618145689e-06,1.0933716282512299e-05,1.7878273473784419e-06,1.5440896033322628e-10,1.1072195627448127e-09,0.00010084824055344153,2.643320714028009e-06,7.64360599127973e-05,1.7065423813206657e-05,9.342113035723605e-06,6.650591960405109e-07,1.884535300130181e-05,0.18507970468651594,0.0003494758010542537,0.00026269944841137083,8.991093960030302e-05,0.0003478024981035047,1.9542553071789785e-09,9.648546116155032e-08,1.5177798906818132e-05,1.746617155536307e-05,3.1875639902931015e-08,0.0019905758921760198,1.2199028012737825e-07,2.6771258422640156e-09,9.471706232917695e-07
green,object,0.9536010325981404,0.0001225292630984111,0.7706348606549102,0.9998642516938491,8.758578768487103e-05,0.7366744717804088,0.24431575921793733,0.0010452587549509055,0.34428929361144506,0.000504678280154561,0.0023402126285028465,0.008131380749818467,2.2469236443087153e-11,7.467356320274738e-10,5.126024768131878e-06,8.403321139684001e-07,0.04249868138587807,0.0005812127637541231,3.4214226669808477e-15,3.7555384235739575e-11,0.0002561951364512944,3.2619882704153416e-09,0.9999999999999949,0.9531899170714859,1.2291046470459814e-05,3.1279896066174714e-05,1.7357485457516242e-09,0.07767959715394057,3.5180197470768133e-09,0.999999999999996,0.9992848236367481,1.4779599433342614e-07,0.012835704677179337,9.888257777140585e-06,0.9180935442886502,1.4495739129224579e-05,0.887518499016259,1.6387058767174174e-07,7.46861690560831e-07,7.977567575846316e-05,3.8217599630161495e-11,0.0007497902263323513,0.022130488127805055,0.0013890254875850343,0.7839005949073039,0.043963014152418316,1.831616316761773e-07,0.007687403257200876,0.0010691584795036561,0.05270848071131691,1.134700615807175e-10
grey,object,1.8516732374547532e-07,2.7850955095982726e-25,4.836856899625357e-34,5.310095387134995e-66,5.999299179612485e-28,5.281687868709712e-06,4.755168678321071e-09,2.737642703539095e-09,3.3494286495419176e-30,2.555855381372213e-48,7.648409841752559e-41,3.0480731352988193e-16,0.9674547506193089,1.6813817962423798e-61,4.411667299979588e-13,7.043892367674494e-28,3.348911451408827e-20,2.067843362425944e-21,8.555008571864781e-18,6.56491745463907e-58,9.350707496771597e-10,0.030424968768691957,3.660096692438746e-11,0.9999315120608939,1.6450765075574114e-12,0.5251933683257721,7.08739082482294e-24,1.1424353406383867e-11,1.4709814850912916e-24,1.149317864291492e-63,4.162032496253693e-09,0.9946631932421566,4.961078482160965e-77,1.006812368411081e-05,7.110558152727693e-23,3.7365914496202335e-18,2.724218107045766e-29,3.1772943921448494e-09,2.5421746676207573e-07,3.7179179995441995e-58,2.51444782168637e-12,1.4343213292701696e-09,7.011588062323657e-46,3.065259092405455e-64,3.647328855909735e-15,2.010203078759251e-11,1.9850195521060173e-39,1.2147528785443006e-12,1.9760358880362544e-30,1.974021134237693e-21,2.251949305662509e-24
hair,object,1.8685042353007385e-19,1.4864501153683264e-11,3.217723128767758e-21,2.522862128561926e-18,1.423119810402968e-10,1.2049374393373192e-14,7.876987131062152e-20,0.0003467377732807504,6.397669318127057e-20,2.004597699713228e-09,8.014934200991359e-20,3.5023545374472364e-19,1.0,2.9145260303788316e-10,0.7938262446068618,3.9711519533581023e-25,7.32002019946922e-15,1.0704250972821477e-08,2.6870595360351233e-37,1.4425442884892566e-05,0.0008634752843684632,3.2885458870069843e-06,1.0556287422579477e-07,8.590415894395178e-09,3.3548356498956446e-12,3.5303706098179945e-12,5.260611179400862e-13,6.270690910886915e-09,1.1350698925491432e-08,1.3147471174120788e-18,1.1796102236612213e-08,4.0360950651156145e-06,6.489320213090488e-07,5.185894110193653e-08,1.3155326895239618e-07,9.30524260414407e-19,1.5862531590137176e-09,3.462992786583867e-06,5.922557783387149e-08,1.9937858659384776e-10,6.42669313928375e-08,1.1132652951171577e-16,8.909592929371713e-22,3.4118485038525163e-09,6.770855949321066e-07,3.8235859567706605e-08,1.9013330109984907e-07,1.032770763057793e-06,3.220787331433679e-11,3.176428233356915e-23,1.2623267833588283e-23
hairbrush,object,8.914557465927878e-09,9.932900942723763e-07,4.0967959941991866e-10,9.090438932275825e-10,1.336633919657871e-07,1.8631938054345102e-06,4.848482104294366e-07,0.0006667822074027648,2.4497751016913162e-09,6.815644654336935e-05,1.5542087204848204e-11,2.039407797161512e-05,0.9999999976344431,3.1772121842655817e-06,0.5071602502988389,4.8335683778828216e-11,7.31455320117242e-08,2.4547566481317574e-05,3.275196526762862e-13,0.00015247608570807082,0.0007321934949203442,0.00010968731682207084,1.789948788088669e-06,9.709084090329431e-06,3.119170041000649e-05,0.0008366529732370436,1.2787599594423999e-06,1.0956835774780982e-05,1.3460497560105876e-09,7.77183886046215e-10,0.00033205376526145296,2.081025579069373e-05,1.8108519841259e-05,3.4493605462376046e-05,4.619043923281089e-07,4.308638178798752e-08,1.3241381839226517e-06,0.0007038282492575369,0.00018266340109025184,0.00014816894291505445,9.713218717509288e-07,0.0004798360011039678,1.784317821020548e-07,9.446211789853598e-14,1.807511897637763e-05,2.59346678409577e-05,6.469072895930827e-06,2.3125455907752654e-05,0.012233268906792773,3.293842385258613e-09,2.3015592681952117e-07
handle,object,1.1154843768230174e-08,4.62263204522875e-06,4.1145388649348176e-08,1.1816661833878293e-09,5.3703380342201426e-11,4.0279173514523366e-05,5.780899806907924e-07,3.319592720517846e-05,6.878910984210578e-08,3.922304735922715e-05,2.8742689404644584e-11,0.001802392116460951,0.007084720262396377,1.1674700667652572e-05,0.013655120095433437,5.22183862205371e-10,1.1212982822056119e-05,7.295591867132416e-08,3.3445614698064956e-17,0.00019898439637459981,2.530611619698812e-05,2.5962549755086415e-07,5.986809602296003e-08,1.2081037581842793e-05,1.6961432998193594e-07,1.2011016161462014e-06,1.8978722463513923e-07,9.402527789754219e-05,1.807605191461581e-12,8.577984882155628e-10,1.077996538037689e-05,1.3896427781310785e-08,0.0034417930830619925,6.803325950060759e-06,0.004493088633993019,1.6188794690514696e-08,2.900985824352696e-06,4.1126317631540975e-05,0.00029875380149184855,0.999797258352635,7.615779547475056e-08,3.870450795756588e-06,0.9998434601958525,4.331493589543664e-12,2.5827010336821038e-05,1.0308616197031552e-06,1.0876615871622481e-09,8.193024076556632e-05,0.00010085188259839862,4.522072876233776e-09,5.903968431483212e-08
handles,object,7.380077968106626e-10,1.9368636623278243e-06,2.134239342571971e-08,1.3658610622476142e-09,2.5073444217546734e-09,4.7647322851016144e-05,2.04053386902241e-07,0.0001849091240487278,4.3775602189059454e-08,9.156569114636508e-05,2.9455426092077024e-10,0.0005487501710457327,0.01872666248346606,2.7677315909846428e-05,0.03732011616882902,1.5754906582732985e-10,8.045062618629516e-07,1.0987883704811186e-07,2.4261318453840507e-17,0.0001376126330458302,4.2689477236289174e-05,6.642337983903071e-07,1.628453597243731e-08,0.0004011022641017764,4.7107722407805165e-07,1.1893566043025996e-08,1.7725190194724975e-07,3.1820891103218087e-06,6.295935875943452e-13,2.1045997654184176e-11,2.29166744824761e-05,4.6518008210239344e-08,0.0009813318596708488,3.18511814834095e-06,0.0037331425920956902,3.006344274499824e-09,1.494047185615011e-06,7.864077870393963e-05,0.00047083411307496166,0.9999996843593776,2.959759934110471e-07,0.00018667567722342436,0.997776755802553,5.282731806414384e-14,2.9963974770308403e-05,4.575281551566436e-06,2.5005597234669566e-09,1.8704434974185294e-05,5.2936803190059996e-05,3.23923411761467e-10,7.202727641117811e-08
hat,object,4.4618240311775555e-07,2.8784079775996997e-07,2.448031085428166e-07,5.387755506449335e-12,6.483424032488964e-09,1.5846584137991303e-09,4.2076447165919176e-10,5.887267397495255e-07,0.9999999999944089,4.702343200663012e-09,5.4684481063120875e-12,4.671935624290335e-10,0.002333336440268807,8.606462704581983e-07,0.00013586789508728873,2.15107804380538e-09,1.6169137207220036e-06,8.436635740642369e-07,1.695025733761921e-11,2.9650588130670687e-06,0.0001239095590916136,0.0005133886793902327,1.666152917181228e-09,2.6020318004978715e-06,3.0665880886228196e-07,1.5055189155856691e-09,3.249415449375772e-05,1.2232546820344932e-06,1.8866978947196556e-10,6.826085242675498e-11,0.00023859455942134975,5.384844511774393e-08,1.7077299995446867e-06,0.00047254363317068127,5.659648633342749e-06,1.0670302965675505e-08,6.08474374394921e-07,3.105478247823193e-05,6.445079019810504e-07,1.7014321746031487e-05,4.428789766851736e-06,0.0018935202007572447,1.1130564845452624e-14,2.4930428856186557e-12,3.585724810039078e-05,4.539341462094293e-08,6.126723280120576e-08,5.0066713688238246e-05,2.7384180368856455e-05,9.261884777976286e-10,3.942023434745486e-07
highlighter,object,9.27697614407703e-07,8.038425088770126e-07,3.218066230543422e-06,1.0013294785367883e-07,1.3205526040605144e-07,3.414742490999952e-06,1.3668426328654204e-08,6.38677737632748e-06,9.428365256523241e-07,1.1638958082346307e-08,3.128264774108004e-08,0.0001057631166845931,8.685608653442731e-05,6.297359840746856e-08,0.00026193518768088627,4.215956392833804e-09,2.3447766789389669e-07,2.5881637235883142e-06,3.747984419907304e-11,0.0001057771030896451,9.01301705764631e-06,0.008230120070857019,4.860377008681827e-06,6.048001947589151e-05,2.6786561104774387e-06,4.537638056915564e-06,1.9967508098062116e-05,8.474317375665534e-06,1.2896437164285973e-11,1.8082411759289641e-07,0.999999847785861,5.554893746555776e-05,2.312321441957238e-05,1.1470690324022579e-05,1.0621253711567948e-05,1.702380420951706e-06,0.00011068441099151559,0.0001012365529671148,7.302619506117616e-05,0.0003249822349836201,0.0001544761247934925,0.004321443158772642,3.909376397637852e-12,1.5536923077291526e-08,4.8496041671044746e-05,3.9220664794671875e-05,0.003325874189302309,2.0940630100547306e-05,6.91932847454497e-08,1.8880290223991154e-07,1.8672993431789634e-06
